Total Cases,Total Deaths,Total Recovered,Total Active Cases,New Cases,New Deaths,Province,Island,Date,Longitude,Latitude,Population Density,Population,6_Month_Period,Year
2499,64,1719,716,41,0,Daerah Istimewa Yogyakarta,Jawa,2020-09-26,110.4448783,-7.89450185,1158.9,3631015,2020-09,2020
2519,65,1745,709,20,1,Daerah Istimewa Yogyakarta,Jawa,2020-09-27,110.4448783,-7.89450185,1158.9,3631015,2020-09,2020
2558,65,1798,695,39,0,Daerah Istimewa Yogyakarta,Jawa,2020-09-28,110.4448783,-7.89450185,1158.9,3631015,2020-09,2020
2607,67,1857,683,49,2,Daerah Istimewa Yogyakarta,Jawa,2020-09-29,110.4448783,-7.89450185,1158.9,3631015,2020-09,2020
2643,67,1886,690,36,0,Daerah Istimewa Yogyakarta,Jawa,2020-09-30,110.4448783,-7.89450185,1158.9,3631015,2020-09,2020
2680,69,1935,676,37,2,Daerah Istimewa Yogyakarta,Jawa,2020-10-01,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2700,73,1958,669,20,4,Daerah Istimewa Yogyakarta,Jawa,2020-10-02,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2772,74,1977,721,72,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-03,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2791,75,2047,669,19,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-04,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2813,75,2123,615,22,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-05,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2833,75,2163,595,20,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-06,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2853,75,2183,595,20,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-07,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2904,76,2192,636,51,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-08,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
2960,78,2223,659,56,2,Daerah Istimewa Yogyakarta,Jawa,2020-10-09,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3029,78,2236,715,69,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-10,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3064,79,2273,712,35,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-11,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3107,80,2356,671,43,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-12,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3145,81,2395,669,38,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-13,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3171,83,2415,673,26,2,Daerah Istimewa Yogyakarta,Jawa,2020-10-14,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3216,85,2470,661,45,2,Daerah Istimewa Yogyakarta,Jawa,2020-10-15,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3261,85,2502,674,45,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-16,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3285,85,2550,650,24,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-17,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3325,86,2614,625,40,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-18,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3343,86,2689,568,18,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-19,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3356,86,2740,530,13,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-20,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3389,88,2760,541,33,2,Daerah Istimewa Yogyakarta,Jawa,2020-10-21,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3434,88,2779,567,45,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-22,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3462,88,2804,570,28,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-23,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3506,88,2840,578,44,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-24,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3550,88,2908,554,44,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-25,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3576,88,2937,551,26,0,Daerah Istimewa Yogyakarta,Jawa,2020-10-26,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3617,89,2969,559,41,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-27,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3662,90,3010,562,45,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-28,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3744,91,3061,592,82,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-29,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3803,92,3121,590,59,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-30,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3835,93,3144,598,32,1,Daerah Istimewa Yogyakarta,Jawa,2020-10-31,110.4448783,-7.89450185,1158.9,3631015,2020-10,2020
3851,93,3157,601,16,0,Daerah Istimewa Yogyakarta,Jawa,2020-11-01,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
3883,94,3206,583,32,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-02,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
3932,95,3228,609,49,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-03,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
3972,97,3275,600,40,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-04,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4140,99,3305,736,168,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-05,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4165,100,3336,729,25,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-06,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4203,102,3384,717,38,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-07,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4237,103,3416,718,34,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-08,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4269,105,3478,686,32,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-09,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4290,106,3497,687,21,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-10,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4320,107,3541,672,30,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-11,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4399,110,3565,724,79,3,Daerah Istimewa Yogyakarta,Jawa,2020-11-12,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4460,112,3594,754,61,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-13,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4511,113,3617,781,51,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-14,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4518,114,3624,780,7,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-15,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4585,114,3639,832,67,0,Daerah Istimewa Yogyakarta,Jawa,2020-11-16,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4675,115,3669,891,90,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-17,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4828,117,3710,1001,153,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-18,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
4936,117,3760,1059,108,0,Daerah Istimewa Yogyakarta,Jawa,2020-11-19,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5004,119,3819,1066,68,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-20,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5060,121,3846,1093,56,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-21,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5137,125,3855,1157,77,4,Daerah Istimewa Yogyakarta,Jawa,2020-11-22,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5219,127,3955,1137,82,2,Daerah Istimewa Yogyakarta,Jawa,2020-11-23,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5303,133,3995,1175,84,6,Daerah Istimewa Yogyakarta,Jawa,2020-11-24,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5453,136,4138,1179,150,3,Daerah Istimewa Yogyakarta,Jawa,2020-11-25,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5556,137,4199,1220,103,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-26,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5645,140,4229,1276,89,3,Daerah Istimewa Yogyakarta,Jawa,2020-11-27,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5783,144,4282,1357,138,4,Daerah Istimewa Yogyakarta,Jawa,2020-11-28,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5922,145,4333,1444,139,1,Daerah Istimewa Yogyakarta,Jawa,2020-11-29,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
5963,145,4399,1419,41,0,Daerah Istimewa Yogyakarta,Jawa,2020-11-30,110.4448783,-7.89450185,1158.9,3631015,2020-11,2020
6073,146,4467,1460,110,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-01,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
6195,147,4497,1551,122,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-02,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
6384,148,4574,1662,189,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-03,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
6565,148,4650,1767,181,0,Daerah Istimewa Yogyakarta,Jawa,2020-12-04,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
6732,150,4734,1848,167,2,Daerah Istimewa Yogyakarta,Jawa,2020-12-05,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
6956,152,4817,1987,224,2,Daerah Istimewa Yogyakarta,Jawa,2020-12-06,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
7055,152,4876,2027,99,0,Daerah Istimewa Yogyakarta,Jawa,2020-12-07,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
7223,153,4945,2125,168,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-08,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
7421,155,5163,2103,198,2,Daerah Istimewa Yogyakarta,Jawa,2020-12-09,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
7612,162,5267,2183,191,7,Daerah Istimewa Yogyakarta,Jawa,2020-12-10,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
7769,165,5383,2221,157,3,Daerah Istimewa Yogyakarta,Jawa,2020-12-11,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
7996,166,5482,2348,227,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-12,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
8147,168,5612,2367,151,2,Daerah Istimewa Yogyakarta,Jawa,2020-12-13,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
8258,169,5669,2420,111,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-14,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
8418,172,5776,2470,160,3,Daerah Istimewa Yogyakarta,Jawa,2020-12-15,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
8636,175,5847,2614,218,3,Daerah Istimewa Yogyakarta,Jawa,2020-12-16,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
8860,177,5907,2776,224,2,Daerah Istimewa Yogyakarta,Jawa,2020-12-17,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
9071,179,6106,2786,211,2,Daerah Istimewa Yogyakarta,Jawa,2020-12-18,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
9287,182,6180,2925,216,3,Daerah Istimewa Yogyakarta,Jawa,2020-12-19,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
9683,197,6558,2928,186,7,Daerah Istimewa Yogyakarta,Jawa,2020-12-21,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
10144,206,6749,3189,219,1,Daerah Istimewa Yogyakarta,Jawa,2020-12-23,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
10397,213,6913,3271,253,7,Daerah Istimewa Yogyakarta,Jawa,2020-12-24,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
10927,231,7168,3528,274,6,Daerah Istimewa Yogyakarta,Jawa,2020-12-26,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
11110,234,7317,3559,183,3,Daerah Istimewa Yogyakarta,Jawa,2020-12-27,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
11320,238,7424,3658,210,4,Daerah Istimewa Yogyakarta,Jawa,2020-12-28,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
12155,259,8177,3719,257,0,Daerah Istimewa Yogyakarta,Jawa,2020-12-31,110.4448783,-7.89450185,1158.9,3631015,2020-12,2020
12679,274,8507,3898,291,2,Daerah Istimewa Yogyakarta,Jawa,2021-01-02,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
13043,290,8861,3892,146,3,Daerah Istimewa Yogyakarta,Jawa,2021-01-04,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
13340,293,8906,4141,297,3,Daerah Istimewa Yogyakarta,Jawa,2021-01-05,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
13612,297,9196,4119,272,4,Daerah Istimewa Yogyakarta,Jawa,2021-01-06,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
13967,301,9376,4290,355,4,Daerah Istimewa Yogyakarta,Jawa,2021-01-07,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
14647,315,9659,4673,301,7,Daerah Istimewa Yogyakarta,Jawa,2021-01-09,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
15482,336,10243,4903,268,3,Daerah Istimewa Yogyakarta,Jawa,2021-01-12,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
15801,341,10421,5039,319,5,Daerah Istimewa Yogyakarta,Jawa,2021-01-13,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
17228,394,11555,5279,295,6,Daerah Istimewa Yogyakarta,Jawa,2021-01-18,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
17515,395,11662,5458,287,1,Daerah Istimewa Yogyakarta,Jawa,2021-01-19,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
20054,460,13453,6141,325,6,Daerah Istimewa Yogyakarta,Jawa,2021-01-26,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
21571,494,14691,6386,317,7,Daerah Istimewa Yogyakarta,Jawa,2021-01-30,110.4448783,-7.89450185,1158.9,3631015,2021-01,2021
22047,515,15360,6172,222,7,Daerah Istimewa Yogyakarta,Jawa,2021-02-01,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
22273,521,15631,6121,226,6,Daerah Istimewa Yogyakarta,Jawa,2021-02-02,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
22585,525,15943,6117,312,4,Daerah Istimewa Yogyakarta,Jawa,2021-02-03,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
22906,531,16172,6203,321,6,Daerah Istimewa Yogyakarta,Jawa,2021-02-04,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
23186,533,16336,6317,280,2,Daerah Istimewa Yogyakarta,Jawa,2021-02-05,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
23403,537,16602,6264,217,4,Daerah Istimewa Yogyakarta,Jawa,2021-02-06,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
23548,540,16817,6191,145,3,Daerah Istimewa Yogyakarta,Jawa,2021-02-07,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
23982,557,17400,6025,228,4,Daerah Istimewa Yogyakarta,Jawa,2021-02-09,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
24273,564,17657,6052,291,7,Daerah Istimewa Yogyakarta,Jawa,2021-02-10,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
24534,567,17916,6051,261,3,Daerah Istimewa Yogyakarta,Jawa,2021-02-11,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
25168,601,18847,5720,135,5,Daerah Istimewa Yogyakarta,Jawa,2021-02-15,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
25333,606,19109,5618,165,5,Daerah Istimewa Yogyakarta,Jawa,2021-02-16,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
25562,609,19336,5617,229,3,Daerah Istimewa Yogyakarta,Jawa,2021-02-17,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
26080,624,19713,5743,263,4,Daerah Istimewa Yogyakarta,Jawa,2021-02-19,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
26281,629,19841,5811,201,5,Daerah Istimewa Yogyakarta,Jawa,2021-02-20,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
26594,644,20325,5625,138,7,Daerah Istimewa Yogyakarta,Jawa,2021-02-22,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
27023,660,20820,5543,201,6,Daerah Istimewa Yogyakarta,Jawa,2021-02-24,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
27251,663,21076,5512,228,3,Daerah Istimewa Yogyakarta,Jawa,2021-02-25,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
27425,667,21299,5459,174,4,Daerah Istimewa Yogyakarta,Jawa,2021-02-26,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
27653,674,21517,5462,228,7,Daerah Istimewa Yogyakarta,Jawa,2021-02-27,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
27823,678,21776,5369,170,4,Daerah Istimewa Yogyakarta,Jawa,2021-02-28,110.4448783,-7.89450185,1158.9,3631015,2021-02,2021
27967,682,22050,5235,144,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-01,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
28117,686,22316,5115,150,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-02,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
28346,693,22476,5177,229,7,Daerah Istimewa Yogyakarta,Jawa,2021-03-03,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
28574,698,22756,5120,228,5,Daerah Istimewa Yogyakarta,Jawa,2021-03-04,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
28749,698,22851,5200,175,0,Daerah Istimewa Yogyakarta,Jawa,2021-03-05,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
28838,703,23100,5035,89,5,Daerah Istimewa Yogyakarta,Jawa,2021-03-06,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
28987,707,23205,5075,149,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-07,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
29154,713,23366,5075,167,6,Daerah Istimewa Yogyakarta,Jawa,2021-03-08,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
29330,715,23556,5059,176,2,Daerah Istimewa Yogyakarta,Jawa,2021-03-09,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
29508,721,23697,5090,178,6,Daerah Istimewa Yogyakarta,Jawa,2021-03-10,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
29636,722,23992,4922,128,1,Daerah Istimewa Yogyakarta,Jawa,2021-03-11,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
29839,722,24162,4955,203,0,Daerah Istimewa Yogyakarta,Jawa,2021-03-12,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
30027,725,24421,4881,188,3,Daerah Istimewa Yogyakarta,Jawa,2021-03-13,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
30117,729,24687,4701,90,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-14,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
30257,732,24838,4687,140,3,Daerah Istimewa Yogyakarta,Jawa,2021-03-15,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
30427,738,25049,4640,170,6,Daerah Istimewa Yogyakarta,Jawa,2021-03-16,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
30697,739,25123,4835,270,1,Daerah Istimewa Yogyakarta,Jawa,2021-03-17,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
30954,745,25248,4961,257,6,Daerah Istimewa Yogyakarta,Jawa,2021-03-18,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
31115,748,25448,4919,161,3,Daerah Istimewa Yogyakarta,Jawa,2021-03-19,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
31357,753,25548,5056,242,5,Daerah Istimewa Yogyakarta,Jawa,2021-03-20,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
31452,757,25608,5087,95,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-21,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
31595,761,25782,5052,143,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-22,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
31800,764,26002,5034,205,3,Daerah Istimewa Yogyakarta,Jawa,2021-03-23,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
32054,768,26152,5134,254,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-24,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
32312,769,26345,5198,258,1,Daerah Istimewa Yogyakarta,Jawa,2021-03-25,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
32811,794,26864,5153,127,6,Daerah Istimewa Yogyakarta,Jawa,2021-03-28,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
32917,800,27036,5081,106,6,Daerah Istimewa Yogyakarta,Jawa,2021-03-29,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
33200,805,27274,5121,283,5,Daerah Istimewa Yogyakarta,Jawa,2021-03-30,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
33472,809,27505,5158,272,4,Daerah Istimewa Yogyakarta,Jawa,2021-03-31,110.4448783,-7.89450185,1158.9,3631015,2021-03,2021
33648,814,27785,5049,176,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-01,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
33902,817,27950,5135,254,3,Daerah Istimewa Yogyakarta,Jawa,2021-04-02,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
34020,824,28181,5015,118,7,Daerah Istimewa Yogyakarta,Jawa,2021-04-03,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
34143,826,28364,4953,123,2,Daerah Istimewa Yogyakarta,Jawa,2021-04-04,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
34278,827,28591,4860,135,1,Daerah Istimewa Yogyakarta,Jawa,2021-04-05,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
34511,834,28798,4879,233,7,Daerah Istimewa Yogyakarta,Jawa,2021-04-06,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
34783,835,28998,4950,272,1,Daerah Istimewa Yogyakarta,Jawa,2021-04-07,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
35003,840,29208,4955,220,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-08,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
35225,846,29359,5020,222,6,Daerah Istimewa Yogyakarta,Jawa,2021-04-09,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
35455,853,29536,5066,230,7,Daerah Istimewa Yogyakarta,Jawa,2021-04-10,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
35585,859,29739,4987,130,6,Daerah Istimewa Yogyakarta,Jawa,2021-04-11,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
35716,862,30004,4850,131,3,Daerah Istimewa Yogyakarta,Jawa,2021-04-12,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
35948,869,30235,4844,232,7,Daerah Istimewa Yogyakarta,Jawa,2021-04-13,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
36240,874,30525,4841,292,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-14,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
36461,879,30792,4790,221,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-15,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
36679,885,30993,4801,218,6,Daerah Istimewa Yogyakarta,Jawa,2021-04-16,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
36980,900,31499,4581,143,6,Daerah Istimewa Yogyakarta,Jawa,2021-04-18,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
37150,906,31667,4577,170,6,Daerah Istimewa Yogyakarta,Jawa,2021-04-19,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
37360,910,31910,4540,210,4,Daerah Istimewa Yogyakarta,Jawa,2021-04-20,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
37983,932,32686,4365,137,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-23,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
38132,936,32948,4248,149,4,Daerah Istimewa Yogyakarta,Jawa,2021-04-24,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
38355,941,33199,4215,223,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-25,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
38539,943,33424,4172,184,2,Daerah Istimewa Yogyakarta,Jawa,2021-04-26,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
38703,948,33636,4119,164,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-27,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
38995,953,33836,4206,292,5,Daerah Istimewa Yogyakarta,Jawa,2021-04-28,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
39254,955,34149,4150,259,2,Daerah Istimewa Yogyakarta,Jawa,2021-04-29,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
39516,956,34406,4154,262,1,Daerah Istimewa Yogyakarta,Jawa,2021-04-30,110.4448783,-7.89450185,1158.9,3631015,2021-04,2021
39644,960,34736,3948,128,4,Daerah Istimewa Yogyakarta,Jawa,2021-05-01,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
39824,965,35044,3815,180,5,Daerah Istimewa Yogyakarta,Jawa,2021-05-02,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
39981,970,35376,3635,157,5,Daerah Istimewa Yogyakarta,Jawa,2021-05-03,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
40372,987,35891,3494,232,6,Daerah Istimewa Yogyakarta,Jawa,2021-05-05,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
40601,992,36210,3399,229,5,Daerah Istimewa Yogyakarta,Jawa,2021-05-06,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
41204,1028,37159,3017,142,5,Daerah Istimewa Yogyakarta,Jawa,2021-05-10,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
41358,1033,37466,2859,154,5,Daerah Istimewa Yogyakarta,Jawa,2021-05-11,110.4448783,-7.89450185,1158.9,3631015,2021-05,2021
