Total Cases,Total Deaths,Total Recovered,Total Active Cases,New Cases,New Deaths,Province,Island,Date,Longitude,Latitude,Population Density,Population,6_Month_Period,Year
1,0,1,0,1,0,Aceh,Sumatera,2020-03-26,96.91052174,4.225614628,90.54,5247257,2020-03,2020
4,0,1,3,3,0,Aceh,Sumatera,2020-03-27,96.91052174,4.225614628,90.54,5247257,2020-03,2020
5,0,1,4,1,0,Aceh,Sumatera,2020-03-28,96.91052174,4.225614628,90.54,5247257,2020-03,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-03-29,96.91052174,4.225614628,90.54,5247257,2020-03,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-03-30,96.91052174,4.225614628,90.54,5247257,2020-03,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-03-31,96.91052174,4.225614628,90.54,5247257,2020-03,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-01,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-02,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-03,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-04,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-05,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-06,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-07,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,1,4,0,0,Aceh,Sumatera,2020-04-08,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,2,3,0,0,Aceh,Sumatera,2020-04-09,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,2,3,0,0,Aceh,Sumatera,2020-04-10,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,2,3,0,0,Aceh,Sumatera,2020-04-11,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,2,3,0,0,Aceh,Sumatera,2020-04-12,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,4,1,0,0,Aceh,Sumatera,2020-04-13,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,4,1,0,0,Aceh,Sumatera,2020-04-14,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,4,1,0,0,Aceh,Sumatera,2020-04-15,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,4,1,0,0,Aceh,Sumatera,2020-04-16,96.91052174,4.225614628,90.54,5247257,2020-04,2020
5,0,4,1,0,0,Aceh,Sumatera,2020-04-17,96.91052174,4.225614628,90.54,5247257,2020-04,2020
6,0,4,2,1,0,Aceh,Sumatera,2020-04-18,96.91052174,4.225614628,90.54,5247257,2020-04,2020
7,0,4,3,1,0,Aceh,Sumatera,2020-04-19,96.91052174,4.225614628,90.54,5247257,2020-04,2020
7,0,4,3,0,0,Aceh,Sumatera,2020-04-20,96.91052174,4.225614628,90.54,5247257,2020-04,2020
7,0,4,3,0,0,Aceh,Sumatera,2020-04-21,96.91052174,4.225614628,90.54,5247257,2020-04,2020
7,0,4,3,0,0,Aceh,Sumatera,2020-04-22,96.91052174,4.225614628,90.54,5247257,2020-04,2020
7,1,4,2,0,1,Aceh,Sumatera,2020-04-23,96.91052174,4.225614628,90.54,5247257,2020-04,2020
8,1,4,3,1,0,Aceh,Sumatera,2020-04-24,96.91052174,4.225614628,90.54,5247257,2020-04,2020
9,1,4,4,1,0,Aceh,Sumatera,2020-04-25,96.91052174,4.225614628,90.54,5247257,2020-04,2020
9,1,4,4,0,0,Aceh,Sumatera,2020-04-26,96.91052174,4.225614628,90.54,5247257,2020-04,2020
9,1,5,3,0,0,Aceh,Sumatera,2020-04-27,96.91052174,4.225614628,90.54,5247257,2020-04,2020
9,1,6,2,0,0,Aceh,Sumatera,2020-04-28,96.91052174,4.225614628,90.54,5247257,2020-04,2020
9,1,7,1,0,0,Aceh,Sumatera,2020-04-29,96.91052174,4.225614628,90.54,5247257,2020-04,2020
10,1,7,2,1,0,Aceh,Sumatera,2020-04-30,96.91052174,4.225614628,90.54,5247257,2020-04,2020
11,1,7,3,1,0,Aceh,Sumatera,2020-05-01,96.91052174,4.225614628,90.54,5247257,2020-05,2020
11,1,7,3,0,0,Aceh,Sumatera,2020-05-02,96.91052174,4.225614628,90.54,5247257,2020-05,2020
12,1,9,2,1,0,Aceh,Sumatera,2020-05-03,96.91052174,4.225614628,90.54,5247257,2020-05,2020
12,1,9,2,0,0,Aceh,Sumatera,2020-05-04,96.91052174,4.225614628,90.54,5247257,2020-05,2020
12,1,9,2,0,0,Aceh,Sumatera,2020-05-05,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,9,7,5,0,Aceh,Sumatera,2020-05-06,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,9,7,0,0,Aceh,Sumatera,2020-05-07,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,12,4,0,0,Aceh,Sumatera,2020-05-08,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,12,4,0,0,Aceh,Sumatera,2020-05-09,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,12,4,0,0,Aceh,Sumatera,2020-05-10,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,13,3,0,0,Aceh,Sumatera,2020-05-11,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,13,3,0,0,Aceh,Sumatera,2020-05-12,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,14,2,0,0,Aceh,Sumatera,2020-05-13,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,14,2,0,0,Aceh,Sumatera,2020-05-14,96.91052174,4.225614628,90.54,5247257,2020-05,2020
17,1,14,2,0,0,Aceh,Sumatera,2020-05-15,96.91052174,4.225614628,90.54,5247257,2020-05,2020
18,1,16,1,1,0,Aceh,Sumatera,2020-05-16,96.91052174,4.225614628,90.54,5247257,2020-05,2020
18,1,16,1,0,0,Aceh,Sumatera,2020-05-17,96.91052174,4.225614628,90.54,5247257,2020-05,2020
18,1,16,1,0,0,Aceh,Sumatera,2020-05-18,96.91052174,4.225614628,90.54,5247257,2020-05,2020
18,1,16,1,0,0,Aceh,Sumatera,2020-05-19,96.91052174,4.225614628,90.54,5247257,2020-05,2020
18,1,16,1,0,0,Aceh,Sumatera,2020-05-20,96.91052174,4.225614628,90.54,5247257,2020-05,2020
18,1,16,1,0,0,Aceh,Sumatera,2020-05-21,96.91052174,4.225614628,90.54,5247257,2020-05,2020
19,1,17,1,1,0,Aceh,Sumatera,2020-05-22,96.91052174,4.225614628,90.54,5247257,2020-05,2020
19,1,18,0,0,0,Aceh,Sumatera,2020-05-23,96.91052174,4.225614628,90.54,5247257,2020-05,2020
19,1,18,0,0,0,Aceh,Sumatera,2020-05-24,96.91052174,4.225614628,90.54,5247257,2020-05,2020
19,1,18,0,0,0,Aceh,Sumatera,2020-05-25,96.91052174,4.225614628,90.54,5247257,2020-05,2020
19,1,18,0,0,0,Aceh,Sumatera,2020-05-26,96.91052174,4.225614628,90.54,5247257,2020-05,2020
19,1,18,0,0,0,Aceh,Sumatera,2020-05-27,96.91052174,4.225614628,90.54,5247257,2020-05,2020
20,1,18,1,1,0,Aceh,Sumatera,2020-05-28,96.91052174,4.225614628,90.54,5247257,2020-05,2020
20,1,18,1,0,0,Aceh,Sumatera,2020-05-29,96.91052174,4.225614628,90.54,5247257,2020-05,2020
20,1,18,1,0,0,Aceh,Sumatera,2020-05-30,96.91052174,4.225614628,90.54,5247257,2020-05,2020
20,1,18,1,0,0,Aceh,Sumatera,2020-05-31,96.91052174,4.225614628,90.54,5247257,2020-05,2020
20,1,18,1,0,0,Aceh,Sumatera,2020-06-01,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,18,1,0,0,Aceh,Sumatera,2020-06-02,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-03,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-04,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-05,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-06,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-07,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-08,96.91052174,4.225614628,90.54,5247257,2020-06,2020
20,1,19,0,0,0,Aceh,Sumatera,2020-06-09,96.91052174,4.225614628,90.54,5247257,2020-06,2020
22,1,19,2,2,0,Aceh,Sumatera,2020-06-10,96.91052174,4.225614628,90.54,5247257,2020-06,2020
22,1,19,2,0,0,Aceh,Sumatera,2020-06-11,96.91052174,4.225614628,90.54,5247257,2020-06,2020
22,1,19,2,0,0,Aceh,Sumatera,2020-06-12,96.91052174,4.225614628,90.54,5247257,2020-06,2020
22,1,20,1,0,0,Aceh,Sumatera,2020-06-13,96.91052174,4.225614628,90.54,5247257,2020-06,2020
27,1,20,6,5,0,Aceh,Sumatera,2020-06-14,96.91052174,4.225614628,90.54,5247257,2020-06,2020
27,1,20,6,0,0,Aceh,Sumatera,2020-06-15,96.91052174,4.225614628,90.54,5247257,2020-06,2020
27,1,21,5,0,0,Aceh,Sumatera,2020-06-16,96.91052174,4.225614628,90.54,5247257,2020-06,2020
37,2,21,14,10,1,Aceh,Sumatera,2020-06-17,96.91052174,4.225614628,90.54,5247257,2020-06,2020
38,2,21,15,1,0,Aceh,Sumatera,2020-06-18,96.91052174,4.225614628,90.54,5247257,2020-06,2020
38,2,21,15,0,0,Aceh,Sumatera,2020-06-19,96.91052174,4.225614628,90.54,5247257,2020-06,2020
39,2,21,16,1,0,Aceh,Sumatera,2020-06-20,96.91052174,4.225614628,90.54,5247257,2020-06,2020
49,2,21,26,10,0,Aceh,Sumatera,2020-06-21,96.91052174,4.225614628,90.54,5247257,2020-06,2020
49,2,21,26,0,0,Aceh,Sumatera,2020-06-22,96.91052174,4.225614628,90.54,5247257,2020-06,2020
49,2,21,26,0,0,Aceh,Sumatera,2020-06-23,96.91052174,4.225614628,90.54,5247257,2020-06,2020
53,2,21,30,4,0,Aceh,Sumatera,2020-06-24,96.91052174,4.225614628,90.54,5247257,2020-06,2020
66,2,21,43,13,0,Aceh,Sumatera,2020-06-25,96.91052174,4.225614628,90.54,5247257,2020-06,2020
69,2,21,46,3,0,Aceh,Sumatera,2020-06-26,96.91052174,4.225614628,90.54,5247257,2020-06,2020
77,2,23,52,8,0,Aceh,Sumatera,2020-06-27,96.91052174,4.225614628,90.54,5247257,2020-06,2020
79,2,26,51,2,0,Aceh,Sumatera,2020-06-28,96.91052174,4.225614628,90.54,5247257,2020-06,2020
79,3,26,50,0,1,Aceh,Sumatera,2020-06-29,96.91052174,4.225614628,90.54,5247257,2020-06,2020
80,3,27,50,1,0,Aceh,Sumatera,2020-06-30,96.91052174,4.225614628,90.54,5247257,2020-06,2020
86,3,32,51,6,0,Aceh,Sumatera,2020-07-01,96.91052174,4.225614628,90.54,5247257,2020-07,2020
86,3,32,51,0,0,Aceh,Sumatera,2020-07-02,96.91052174,4.225614628,90.54,5247257,2020-07,2020
87,3,32,52,1,0,Aceh,Sumatera,2020-07-03,96.91052174,4.225614628,90.54,5247257,2020-07,2020
87,3,32,52,0,0,Aceh,Sumatera,2020-07-04,96.91052174,4.225614628,90.54,5247257,2020-07,2020
87,3,32,52,0,0,Aceh,Sumatera,2020-07-05,96.91052174,4.225614628,90.54,5247257,2020-07,2020
87,3,41,43,0,0,Aceh,Sumatera,2020-07-06,96.91052174,4.225614628,90.54,5247257,2020-07,2020
88,3,43,42,1,0,Aceh,Sumatera,2020-07-07,96.91052174,4.225614628,90.54,5247257,2020-07,2020
89,3,52,34,1,0,Aceh,Sumatera,2020-07-08,96.91052174,4.225614628,90.54,5247257,2020-07,2020
90,3,55,32,1,0,Aceh,Sumatera,2020-07-09,96.91052174,4.225614628,90.54,5247257,2020-07,2020
90,3,60,27,0,0,Aceh,Sumatera,2020-07-10,96.91052174,4.225614628,90.54,5247257,2020-07,2020
99,4,64,31,9,1,Aceh,Sumatera,2020-07-11,96.91052174,4.225614628,90.54,5247257,2020-07,2020
106,4,64,38,7,0,Aceh,Sumatera,2020-07-12,96.91052174,4.225614628,90.54,5247257,2020-07,2020
106,5,64,37,0,1,Aceh,Sumatera,2020-07-13,96.91052174,4.225614628,90.54,5247257,2020-07,2020
110,5,65,40,4,0,Aceh,Sumatera,2020-07-14,96.91052174,4.225614628,90.54,5247257,2020-07,2020
137,7,66,64,27,2,Aceh,Sumatera,2020-07-15,96.91052174,4.225614628,90.54,5247257,2020-07,2020
140,8,67,65,3,1,Aceh,Sumatera,2020-07-16,96.91052174,4.225614628,90.54,5247257,2020-07,2020
145,8,67,70,5,0,Aceh,Sumatera,2020-07-17,96.91052174,4.225614628,90.54,5247257,2020-07,2020
145,8,67,70,0,0,Aceh,Sumatera,2020-07-18,96.91052174,4.225614628,90.54,5247257,2020-07,2020
146,9,67,70,1,1,Aceh,Sumatera,2020-07-19,96.91052174,4.225614628,90.54,5247257,2020-07,2020
148,9,68,71,2,0,Aceh,Sumatera,2020-07-20,96.91052174,4.225614628,90.54,5247257,2020-07,2020
149,9,73,67,1,0,Aceh,Sumatera,2020-07-21,96.91052174,4.225614628,90.54,5247257,2020-07,2020
151,9,77,65,2,0,Aceh,Sumatera,2020-07-22,96.91052174,4.225614628,90.54,5247257,2020-07,2020
158,10,78,70,7,1,Aceh,Sumatera,2020-07-23,96.91052174,4.225614628,90.54,5247257,2020-07,2020
162,10,90,62,4,0,Aceh,Sumatera,2020-07-24,96.91052174,4.225614628,90.54,5247257,2020-07,2020
168,10,92,66,6,0,Aceh,Sumatera,2020-07-25,96.91052174,4.225614628,90.54,5247257,2020-07,2020
168,10,92,66,0,0,Aceh,Sumatera,2020-07-26,96.91052174,4.225614628,90.54,5247257,2020-07,2020
168,10,92,66,0,0,Aceh,Sumatera,2020-07-27,96.91052174,4.225614628,90.54,5247257,2020-07,2020
193,10,92,91,25,0,Aceh,Sumatera,2020-07-28,96.91052174,4.225614628,90.54,5247257,2020-07,2020
312,13,92,207,74,0,Aceh,Sumatera,2020-07-30,96.91052174,4.225614628,90.54,5247257,2020-07,2020
410,14,92,304,0,1,Aceh,Sumatera,2020-08-01,96.91052174,4.225614628,90.54,5247257,2020-08,2020
431,16,92,323,21,2,Aceh,Sumatera,2020-08-02,96.91052174,4.225614628,90.54,5247257,2020-08,2020
433,17,92,324,2,1,Aceh,Sumatera,2020-08-03,96.91052174,4.225614628,90.54,5247257,2020-08,2020
440,17,92,331,7,0,Aceh,Sumatera,2020-08-04,96.91052174,4.225614628,90.54,5247257,2020-08,2020
442,18,92,332,2,1,Aceh,Sumatera,2020-08-05,96.91052174,4.225614628,90.54,5247257,2020-08,2020
483,18,93,372,41,0,Aceh,Sumatera,2020-08-06,96.91052174,4.225614628,90.54,5247257,2020-08,2020
536,18,93,425,53,0,Aceh,Sumatera,2020-08-07,96.91052174,4.225614628,90.54,5247257,2020-08,2020
536,18,93,425,0,0,Aceh,Sumatera,2020-08-08,96.91052174,4.225614628,90.54,5247257,2020-08,2020
580,19,93,468,44,1,Aceh,Sumatera,2020-08-09,96.91052174,4.225614628,90.54,5247257,2020-08,2020
676,20,94,562,0,1,Aceh,Sumatera,2020-08-11,96.91052174,4.225614628,90.54,5247257,2020-08,2020
748,22,192,534,72,2,Aceh,Sumatera,2020-08-12,96.91052174,4.225614628,90.54,5247257,2020-08,2020
749,23,192,534,1,1,Aceh,Sumatera,2020-08-13,96.91052174,4.225614628,90.54,5247257,2020-08,2020
866,25,192,649,25,2,Aceh,Sumatera,2020-08-15,96.91052174,4.225614628,90.54,5247257,2020-08,2020
877,25,192,660,11,0,Aceh,Sumatera,2020-08-16,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1070,27,192,851,25,2,Aceh,Sumatera,2020-08-18,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1133,27,192,914,63,0,Aceh,Sumatera,2020-08-19,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1137,27,192,918,4,0,Aceh,Sumatera,2020-08-20,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1141,29,192,920,4,2,Aceh,Sumatera,2020-08-21,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1211,29,192,990,70,0,Aceh,Sumatera,2020-08-22,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1211,31,192,988,0,2,Aceh,Sumatera,2020-08-23,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1291,37,192,1062,30,0,Aceh,Sumatera,2020-08-26,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1633,60,314,1259,33,2,Aceh,Sumatera,2020-08-31,96.91052174,4.225614628,90.54,5247257,2020-08,2020
1945,73,436,1436,61,1,Aceh,Sumatera,2020-09-05,96.91052174,4.225614628,90.54,5247257,2020-09,2020
2023,75,436,1512,78,2,Aceh,Sumatera,2020-09-06,96.91052174,4.225614628,90.54,5247257,2020-09,2020
2054,80,494,1480,12,2,Aceh,Sumatera,2020-09-08,96.91052174,4.225614628,90.54,5247257,2020-09,2020
3891,146,1876,1869,56,1,Aceh,Sumatera,2020-09-24,96.91052174,4.225614628,90.54,5247257,2020-09,2020
5255,212,3288,1755,72,2,Aceh,Sumatera,2020-10-07,96.91052174,4.225614628,90.54,5247257,2020-10,2020
5844,223,3704,1917,77,2,Aceh,Sumatera,2020-10-12,96.91052174,4.225614628,90.54,5247257,2020-10,2020
5895,224,3809,1862,51,1,Aceh,Sumatera,2020-10-13,96.91052174,4.225614628,90.54,5247257,2020-10,2020
7212,263,4988,1961,87,2,Aceh,Sumatera,2020-10-25,96.91052174,4.225614628,90.54,5247257,2020-10,2020
7373,276,4989,2108,34,0,Aceh,Sumatera,2020-10-29,96.91052174,4.225614628,90.54,5247257,2020-10,2020
7394,278,4989,2127,21,2,Aceh,Sumatera,2020-10-30,96.91052174,4.225614628,90.54,5247257,2020-10,2020
7405,279,4989,2137,11,1,Aceh,Sumatera,2020-10-31,96.91052174,4.225614628,90.54,5247257,2020-10,2020
7425,279,4989,2157,20,0,Aceh,Sumatera,2020-11-01,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7455,279,5126,2050,30,0,Aceh,Sumatera,2020-11-02,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7558,288,5477,1793,35,1,Aceh,Sumatera,2020-11-05,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7629,288,5662,1679,71,0,Aceh,Sumatera,2020-11-06,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7682,291,5993,1398,26,0,Aceh,Sumatera,2020-11-08,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7685,291,6194,1200,3,0,Aceh,Sumatera,2020-11-09,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7714,292,6197,1225,29,1,Aceh,Sumatera,2020-11-10,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7765,293,6197,1275,51,1,Aceh,Sumatera,2020-11-11,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7797,293,6197,1307,32,0,Aceh,Sumatera,2020-11-12,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7842,293,6197,1352,45,0,Aceh,Sumatera,2020-11-13,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7862,293,6199,1370,20,0,Aceh,Sumatera,2020-11-14,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7911,293,6199,1419,49,0,Aceh,Sumatera,2020-11-15,96.91052174,4.225614628,90.54,5247257,2020-11,2020
7932,293,6212,1427,21,0,Aceh,Sumatera,2020-11-16,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8043,319,6355,1369,50,1,Aceh,Sumatera,2020-11-19,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8064,319,6355,1390,21,0,Aceh,Sumatera,2020-11-20,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8106,319,6355,1432,42,0,Aceh,Sumatera,2020-11-21,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8124,319,6355,1450,18,0,Aceh,Sumatera,2020-11-22,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8154,319,6357,1478,30,0,Aceh,Sumatera,2020-11-23,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8160,319,6357,1484,6,0,Aceh,Sumatera,2020-11-24,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8244,330,6527,1387,21,1,Aceh,Sumatera,2020-11-27,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8255,331,6527,1397,11,1,Aceh,Sumatera,2020-11-28,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8292,336,6561,1395,10,1,Aceh,Sumatera,2020-11-30,96.91052174,4.225614628,90.54,5247257,2020-11,2020
8301,338,6575,1388,9,2,Aceh,Sumatera,2020-12-01,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8311,338,6603,1370,10,0,Aceh,Sumatera,2020-12-02,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8355,338,6609,1408,44,0,Aceh,Sumatera,2020-12-03,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8384,344,6620,1420,15,0,Aceh,Sumatera,2020-12-05,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8422,344,6738,1340,38,0,Aceh,Sumatera,2020-12-06,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8426,344,6743,1339,4,0,Aceh,Sumatera,2020-12-07,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8444,345,6750,1349,18,1,Aceh,Sumatera,2020-12-08,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8450,345,6754,1351,6,0,Aceh,Sumatera,2020-12-09,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8458,346,6762,1350,8,1,Aceh,Sumatera,2020-12-10,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8507,350,6835,1322,29,0,Aceh,Sumatera,2020-12-12,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8522,350,6839,1333,15,0,Aceh,Sumatera,2020-12-13,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8526,352,6893,1281,4,2,Aceh,Sumatera,2020-12-14,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8538,354,6979,1205,12,2,Aceh,Sumatera,2020-12-15,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8546,354,6985,1207,8,0,Aceh,Sumatera,2020-12-16,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8554,354,6993,1207,8,0,Aceh,Sumatera,2020-12-17,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8557,354,7048,1155,3,0,Aceh,Sumatera,2020-12-18,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8569,354,7054,1161,12,0,Aceh,Sumatera,2020-12-19,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8573,355,7067,1151,4,1,Aceh,Sumatera,2020-12-20,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8591,355,7071,1165,18,0,Aceh,Sumatera,2020-12-21,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8620,355,7080,1185,29,0,Aceh,Sumatera,2020-12-22,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8650,356,7089,1205,30,1,Aceh,Sumatera,2020-12-23,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8664,357,7102,1205,14,1,Aceh,Sumatera,2020-12-24,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8679,357,7103,1219,15,0,Aceh,Sumatera,2020-12-25,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8698,358,7109,1231,19,1,Aceh,Sumatera,2020-12-26,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8711,358,7109,1244,13,0,Aceh,Sumatera,2020-12-27,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8727,358,7125,1244,16,0,Aceh,Sumatera,2020-12-28,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8736,358,7129,1249,9,0,Aceh,Sumatera,2020-12-29,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8742,358,7131,1253,6,0,Aceh,Sumatera,2020-12-30,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8746,358,7140,1248,4,0,Aceh,Sumatera,2020-12-31,96.91052174,4.225614628,90.54,5247257,2020-12,2020
8753,358,7150,1245,7,0,Aceh,Sumatera,2021-01-01,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8761,358,7157,1246,8,0,Aceh,Sumatera,2021-01-02,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8763,358,7157,1248,2,0,Aceh,Sumatera,2021-01-03,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8768,358,7167,1243,5,0,Aceh,Sumatera,2021-01-04,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8776,360,7184,1232,8,2,Aceh,Sumatera,2021-01-05,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8805,360,7198,1247,29,0,Aceh,Sumatera,2021-01-06,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8878,363,7287,1228,42,0,Aceh,Sumatera,2021-01-08,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8894,364,7294,1236,16,1,Aceh,Sumatera,2021-01-09,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8909,364,7308,1237,15,0,Aceh,Sumatera,2021-01-10,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8919,364,7309,1246,10,0,Aceh,Sumatera,2021-01-11,96.91052174,4.225614628,90.54,5247257,2021-01,2021
8991,370,7314,1307,24,2,Aceh,Sumatera,2021-01-13,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9002,372,7327,1303,11,2,Aceh,Sumatera,2021-01-14,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9018,373,7363,1282,16,1,Aceh,Sumatera,2021-01-15,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9035,374,7364,1297,17,1,Aceh,Sumatera,2021-01-16,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9053,374,7364,1315,18,0,Aceh,Sumatera,2021-01-17,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9071,377,7533,1161,16,0,Aceh,Sumatera,2021-01-19,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9089,378,7561,1150,18,1,Aceh,Sumatera,2021-01-20,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9100,378,7597,1125,11,0,Aceh,Sumatera,2021-01-21,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9115,378,7603,1134,15,0,Aceh,Sumatera,2021-01-22,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9126,378,7605,1143,11,0,Aceh,Sumatera,2021-01-23,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9144,378,7607,1159,18,0,Aceh,Sumatera,2021-01-24,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9144,378,7612,1154,0,0,Aceh,Sumatera,2021-01-25,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9149,378,7616,1155,5,0,Aceh,Sumatera,2021-01-26,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9163,378,7625,1160,14,0,Aceh,Sumatera,2021-01-27,96.91052174,4.225614628,90.54,5247257,2021-01,2021
9181,378,7625,1178,18,0,Aceh,Sumatera,2021-01-28,96.91052174,4.225614628,90.54,5247257,2021-01,2021
